ObjectId,Country,ISO2,ISO3,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
1,"Afghanistan, Islamic Rep. of",AF,AFG,38.85284311,58.65075369,0.72859195,40.97412578,28.38969144,-12.9792336,-98.83353636,55.37765833,-85.20430917,-84.8452711,-88.235483,92.93807703,37.38288449,38.60073281,-71.26071806,1.005196103,96.26787593,28.44013018,38.41103867,24.98232855,93.8176845,-8.493776089,33.92721839,39.90160185,48.20209793,85.18350286,64.54032865,-14.48040529,6.380082547,-17.12095654,46.6035187,21.67565128,-64.20759127,0.343840042,9.213979052,-7.033474943,-47.18480841,-8.004925735,-26.21837152,-2.348552311,35.71505519,-95.49345739,54.9652713,-18.10035496,55.5073434,-93.31775576,-18.20802909,-89.07287531,-28.08760521,-61.5183776,44.24058431,68.31509377,30.43428181,54.5672547,-35.78867005,87.88878401,-92.85085735,-75.67900481,-29.61688418,-64.13056306,-32.42344191,-37.0859394
2,Albania,AL,ALB,92.91356857,-1.734562253,95.22595952,13.13453461,-61.38397152,-9.30318308,-40.37127666,3.453805158,4.062576001,-17.76008008,-85.88001192,49.87563716,-42.02094381,73.81684629,-27.37581505,-19.01676275,-76.88952729,-47.38395086,6.208783191,-43.69643723,-66.48175171,39.1418407,94.81912823,27.33099613,-35.00021743,-76.03406525,-38.86950843,-41.57607497,18.78297032,55.61246231,41.86962504,-16.92704971,48.62691468,-3.395906867,4.835952771,68.00199302,-83.88678318,95.29244289,61.3327415,-55.68456796,28.24510816,40.65002642,-32.55578087,-90.44650363,48.92669389,43.02325256,-20.17979231,-32.08607517,38.89551465,-18.13716489,45.68621449,-50.01456695,10.1756543,16.83018803,-6.180111927,-18.81480551,46.34137185,92.77576805,55.83361682,-83.66864975,-55.01346117,76.15973314
3,Algeria,DZ,DZA,-0.878488609,-21.62112448,-52.43387023,88.91324559,98.33079044,-42.55695301,-74.32216053,-14.21263588,-27.76571818,-13.96382617,74.19406754,-46.59102204,-37.2329822,-22.65075939,72.90305787,26.35521651,-25.02408189,-91.66737373,-85.35335903,70.00288604,-47.30870669,-60.3828314,-81.9416043,-93.85828395,28.27984696,27.11027753,-54.76009163,97.72042306,-2.18764034,53.35498055,-34.2226565,74.46265949,-24.96980163,13.01709646,29.89567369,-45.95427687,-4.854763768,66.9862447,-47.08361284,79.82659206,53.32513802,-31.68525106,-5.320570297,-47.60323743,-22.84334192,89.75468548,88.61855179,-34.43778876,58.39304708,-57.77808632,-53.93021093,14.90823591,59.95073947,-99.54223845,-34.89983311,-20.7598521,99.21594968,49.28854968,-91.5571188,-65.4685545,-8.580055012,-82.24091354
4,American Samoa,AS,ASM,-98.08867818,-1.270317828,-66.749568,-75.72900454,96.38081335,-87.98918207,-67.06721043,-30.256877,85.44296478,49.55134137,-86.22574795,81.95959152,-42.36461311,23.84694855,-57.36224782,76.83525046,-14.43811923,24.63610312,-90.68610264,80.19862982,-53.20075882,57.77931492,-4.014378595,31.33546697,30.12086374,-96.22824699,-91.02411837,2.902360868,-38.805125,51.77804227,52.04507858,-4.042473741,-48.36038072,-69.15404701,-24.3545114,-70.79627484,12.86192967,93.55792126,57.79859236,-16.1717233,-74.56202695,71.69043334,18.86311854,23.23847944,-93.60454355,40.8611143,-12.03602463,-72.95131982,26.22254945,-0.031488838,-72.44563483,4.540280571,-5.729523409,-67.8741712,68.48894564,-30.05300443,13.20525325,-60.84021241,46.61699115,-31.29300133,-95.32849437,12.18371952
5,"Andorra, Principality of",AD,AND,-56.24085233,56.83907621,96.25682939,54.61588892,-40.7820188,34.23689598,97.27514936,-70.46274521,61.02726121,-14.22893522,-87.53543582,39.19962934,4.741263726,-92.33150723,-0.70697277,-28.5844104,-89.58200338,36.58391987,-28.6792733,61.26679798,19.11707809,-3.157400649,77.36284013,83.418679,-74.42625866,-57.10931895,-30.58154488,-56.85672049,85.36978382,-3.867523145,90.56628891,-57.94525,35.12487141,-28.76401683,-63.41714897,3.482396674,-67.06218104,-15.42520567,31.88464025,-2.995627199,91.43346804,-11.07948692,36.84363767,26.1409682,36.39899738,44.22493482,83.056953,-61.78322211,13.85461867,31.69718668,-16.16783456,-54.92013038,29.90070821,19.64294827,81.44246231,43.33359289,44.08049284,16.80432213,-2.899612176,62.31921872,-89.69335548,-91.40901578
6,Angola,AO,AGO,-90.88396522,-66.30289879,24.79581018,-7.34645061,-13.65441096,-1.548569111,-55.66263685,-94.29724307,34.38022122,-65.16418944,11.10697127,53.19743022,90.21068912,-2.615136322,-95.29500493,87.35538209,-42.29236374,-84.55358709,34.50750384,-16.24405192,99.47163432,-85.12804076,-71.10106591,-58.88811794,11.99578403,-3.042200254,80.959246,14.62654704,-42.28854397,-25.43614202,78.266445,-96.00425496,15.96659327,-98.66080661,-36.08290016,4.439015284,-52.78660224,62.92744641,59.74626819,-73.96609189,-56.63707224,-19.51350239,-10.95035429,88.63317531,-52.76557145,-21.51277973,75.15128319,-70.14576163,-68.35587533,37.11497907,-12.35203668,64.44704951,16.30095693,28.44110175,84.45703538,96.71888386,-84.13606579,44.34371968,-9.042289984,-55.69554732,59.85270854,4.879522027
7,Anguilla,AI,AIA,-65.90545153,-97.55781235,78.47102277,31.5554192,46.11446991,-89.07774122,2.491620589,82.29024335,-92.24333146,59.76735815,82.4495616,-94.8500772,72.26259433,-87.3682633,-68.22580319,71.87541642,-48.47593754,-24.00108522,24.31374122,-8.228630668,-63.06378345,53.8004907,-84.50217229,-59.4052191,18.36767318,22.52152136,-42.03501544,-41.86134472,1.754593642,70.52239857,-95.22538409,3.219528919,-73.69616201,14.95446812,-85.33918977,17.37829083,73.39854071,-26.05636611,-3.440040272,-24.77131505,64.84376154,22.25333458,15.40753273,-69.51274901,8.504696885,99.06085659,5.703069281,-85.91150959,71.0941346,3.053070899,30.16655908,57.94828688,-47.19044263,24.1359482,-60.733757,42.31605091,45.2671405,-43.21874312,74.22885259,-87.12732113,-87.75329929,26.45876226
8,Antigua and Barbuda,AG,ATG,-61.87860397,-37.56251073,23.76815514,29.41099298,-27.58662757,-60.46061757,-43.4206929,-47.0144953,-81.94972254,3.489372382,-43.18161811,-80.05655109,-2.628060432,96.77863477,-15.85701687,27.04291603,47.02185307,45.89412222,-75.93663886,49.83112786,-33.10176165,41.47763298,42.14343936,-32.61889795,-55.11511989,-71.92871869,-52.76215633,-48.02266629,-50.28160316,-56.47669994,59.65507052,31.15154742,-6.312475791,29.42637579,-67.24060037,-78.62602477,-80.10007584,86.15304908,-13.65734623,-96.97011481,0.788235477,-9.067842656,3.274041912,-7.657151781,-25.21164873,-38.21293983,32.71800763,-32.035897,32.72743554,26.02458005,-70.18303079,44.32947301,-83.25659975,-88.65485688,25.21032702,-50.60950559,53.62993859,-87.82587714,40.96755263,86.94086785,-3.80248439,-93.77828632
9,Argentina,AR,ARG,71.86915185,-94.88127952,-74.90950736,37.13144924,-17.35349808,-21.32027718,-77.62429574,-58.03584498,-53.25205903,-18.6486762,44.19115652,-77.51493251,0.656939128,-94.64626745,11.12615735,71.2930674,-52.37192819,84.53107749,29.84374687,-68.62960416,-53.07785263,-86.77009054,5.412559128,-19.96656629,-9.425208548,55.60192422,-2.342592675,-77.20762695,64.11446869,51.53414075,-8.872229209,4.239890351,-1.600834906,50.46611463,68.52807147,29.71830553,-73.5536516,-94.61428393,-42.98321797,-78.99929928,-12.46302302,23.70680104,-8.670067499,94.68007365,-30.91570351,-95.10697721,-50.88719936,-82.91081086,-74.52662238,22.12170208,-86.345966,-15.62449114,31.70207082,-87.39156522,32.45593585,-0.856024776,81.91045796,38.5750353,-46.54926633,17.41788127,15.8330295,56.91348972
10,"Armenia, Rep. of",AM,ARM,-28.14162581,-84.08875934,47.06630996,-74.47947192,54.84860599,18.99647131,-47.45037525,-99.28914941,90.96059524,1.979883445,66.87912315,-9.355921839,13.48440585,-40.82171961,88.87104287,17.80191068,35.41255519,-66.72272211,67.37930407,-42.46292283,8.376826264,-53.00964601,85.42303108,-15.4503011,-8.390625223,-28.36043452,-90.73054992,60.88838882,-69.71599683,85.11799856,-52.46256833,-40.6791395,-73.23171686,-37.63742426,-60.79820868,-82.03944892,35.82420609,32.3915023,49.49964586,35.39822348,4.601897465,-87.31414798,73.16858954,-60.04677332,89.1559177,-81.7317179,93.70174339,-39.90465086,14.79324502,-21.68211652,-33.81439327,-32.08771722,-95.46177549,-2.393539436,-77.95540734,-5.769241159,-37.56073483,80.05630799,-61.09308382,-33.55124648,53.10808231,58.26834552
11,"Aruba, Kingdom of the Netherlands",AW,ABW,-91.96520431,68.31145522,-14.12501935,-81.07530107,-95.59914134,20.4302111,78.51573018,-96.23161851,-39.21937729,59.00046877,88.60792514,60.32905455,82.46253134,98.37725927,67.4453643,-65.6667225,18.95880084,24.23400426,57.25384418,-3.387122191,54.3074285,54.01264223,53.92448288,5.821180615,79.40383118,89.03308713,-51.96570683,59.30375292,-95.19722166,38.11196583,-94.86352738,-3.705378233,67.12641,-99.56997828,88.19231168,-6.788478292,-72.80325932,60.90632439,6.494018798,-97.96271522,99.72300496,5.242023312,-43.2655518,-39.88277228,-84.24996346,-63.33474275,-58.01941514,82.973903,-80.37940895,-68.12759131,1.221182703,-49.91650993,51.19278842,-47.38805316,-13.44952118,72.06855268,87.88541046,68.56956601,1.199502954,89.13290747,96.9710434,19.05357888
12,Australia,AU,AUS,-4.395459762,21.78122995,-25.57544668,-0.830486464,11.29503676,50.42620159,-57.6560889,-52.5224826,-85.13053966,-36.22640983,1.340717067,36.49120766,-95.80306539,59.69159613,98.17735827,82.69959363,-66.17224333,3.680189089,-94.94811317,-81.65031136,-28.8359086,-5.526334875,98.70673568,-82.29630762,-34.32698495,-35.61077154,40.996842,-43.29062036,43.87109956,45.58283745,23.40045565,-21.34879568,-44.1659862,98.08588243,8.310183828,98.97318195,-95.38051816,-67.16818826,-56.3275078,-55.82301099,-76.77098238,38.38453156,26.64823928,-87.68315238,-26.81765488,83.70799603,-24.35500194,-40.94332876,79.25664645,31.4019062,1.956962957,-65.4032518,51.48786813,-43.93901795,-3.254580881,-75.26788809,12.20504444,61.75553577,90.95190396,76.71278732,-49.7115678,-61.74898236
13,Austria,AT,AUT,55.1494828,46.98500518,-78.64710473,-11.52250027,43.2955742,-53.72032441,84.89382746,-10.1258327,84.19417374,26.61064633,61.84080356,-94.16847139,44.89831125,-66.86986442,-39.24229277,-74.78931544,81.93516372,30.91955144,16.12999062,63.20971802,-54.3487053,23.01661201,55.36119031,57.07473231,87.26892926,18.61967976,55.84804063,24.65514407,-39.71577541,79.06152703,-57.07010691,64.40687656,32.37068946,-25.03665077,-27.96396259,55.32298337,-39.24047081,-57.27635066,-51.97988523,-60.14722861,73.26067771,-62.5726815,15.73779969,-14.27374552,45.83360615,12.63409113,-96.93943043,-19.36287224,94.46463441,-40.88400192,-42.89227904,-7.196140678,-17.30727916,-64.34303484,-62.7255829,-9.920442568,65.2831725,11.72019085,-61.35000401,81.46102941,73.41979473,-15.67966401
14,"Azerbaijan, Rep. of",AZ,AZE,-72.86050766,51.99054134,80.43806796,-34.22472259,92.34652652,-31.8349086,-61.66735076,-83.04297829,-36.76731925,83.11837526,71.60400776,60.09275718,90.71494384,-96.80396046,-19.69086042,87.82197595,-38.0666573,-1.997903732,-9.327636018,-68.10198373,6.823152483,58.56924373,52.96867217,-8.166846064,-35.7493412,84.99378484,27.38022586,97.40998605,-23.23904137,-50.95176312,49.44485906,41.82041188,30.44026589,64.95545589,53.80966447,8.333072549,54.44958004,28.53645019,-99.89537668,38.31111497,-96.78875393,-74.7325957,30.54247379,-24.664633,48.23740897,3.404103165,71.33161152,-23.94277125,-45.53370786,-25.69824265,-36.84818287,-52.43852222,96.80508259,54.8420184,-39.24134661,-53.57249835,-20.39017001,35.43152145,78.00594476,-29.64084167,2.138912979,49.88633109
15,"Bahamas, The",BS,BHS,-12.52100953,-8.526856413,-14.18914842,14.08060728,37.71345816,-10.27812966,42.77192649,-53.77611637,68.78457674,86.36417926,-64.34922782,80.40643718,-43.75980287,15.12519295,85.74911652,85.25201225,94.47945866,-50.8194637,68.48756427,47.3546322,37.8789569,-1.295634944,-97.75967629,42.158156,-68.16507342,-42.6704197,-13.19375074,24.15189769,-64.11087481,88.51846461,1.64517777,-1.15211717,-62.55211949,14.6670961,7.334524455,91.29784881,56.60127069,26.40026874,55.08969101,77.19815607,-53.44395466,54.18863212,69.25672777,-67.95714903,5.558012413,-88.2078482,-1.191872962,31.10193709,-15.79939074,60.46094231,57.15161154,-16.46515325,42.31540329,52.96848285,-86.50795991,-35.54957272,-79.55355371,2.08142037,9.499177084,-59.16162342,10.26995558,99.68235025
16,"Bahrain, Kingdom of",BH,BHR,-78.73540115,-72.07787856,-28.76288696,12.93992939,40.80519825,1.968466232,86.79181678,-81.12030846,26.46355972,43.1499063,67.02350534,78.00483136,41.1961986,-74.92546608,-76.34603827,73.73444792,-37.11551023,22.97198638,-48.82562311,58.4591879,-17.70238365,39.59482877,-97.36035401,80.77025343,90.18885131,49.77931769,60.46365564,81.23713608,21.07319546,-30.53657315,-59.80268397,-22.67414365,-27.92066172,16.55301903,16.88289899,52.7564284,38.898938,27.56822247,94.88596836,57.28335075,-20.77624684,37.04555542,36.05187487,38.16746274,-28.90821522,15.89643138,38.93744569,-96.13736306,-68.02896222,63.55267884,40.31990828,-45.80500091,-60.15978644,30.29224443,15.37391374,20.36586675,-14.93777588,93.90757269,-70.02365673,15.39327685,90.45828237,83.78445673
17,Bangladesh,BD,BGD,21.65390569,-44.58065454,34.83179882,-31.08338175,98.18868592,-58.43235723,71.97620838,1.972402706,66.4377306,-73.45043882,-88.72191333,-62.68262644,92.13866062,-29.37131835,-61.69216482,-25.14376307,77.69548883,-18.64176986,51.84876865,63.30067043,-11.02485203,45.09874268,-41.67385502,-23.39528284,49.06186922,-18.32260655,-58.73445621,85.21144021,90.30345524,13.23907728,18.2984838,50.13270881,13.76028109,-34.18642884,25.20313478,72.86836768,-65.21931881,29.93279894,-70.29852489,-13.06026641,53.91659683,-32.9651348,-5.050136584,71.32124585,34.09438618,-66.19987275,28.31130784,-48.63124635,-82.01941767,53.96516868,-72.63989942,-88.74627726,-16.45458058,35.31730232,77.15085065,-73.37083296,27.98997469,-93.81452468,-4.763558136,-65.40203542,-70.68205931,-15.58677694
18,Barbados,BB,BRB,43.67665092,-57.54117965,77.38535259,-53.34945204,-71.75373635,12.67151122,43.92162312,-19.37794475,-92.43538423,-69.19472553,48.02519998,48.89020336,-67.4845165,82.01405685,-3.674937008,-47.09232797,-30.70369097,75.421496,-25.77467652,-7.206277194,-15.4053452,6.440385863,-45.74413878,90.11021568,-72.81669579,6.12500407,87.83950339,31.24055755,-48.26175781,40.2596804,-70.25534834,99.75023421,-29.08842861,29.52720473,81.24189155,59.81441109,-11.54634551,47.7158981,-31.82217128,-0.666665717,66.2362552,-7.066469215,64.0468513,73.5543101,1.23968756,-37.81170334,71.3058918,-38.1969346,98.67990522,86.8072586,-71.52506186,81.08778131,70.30938496,27.21252704,91.55655421,-57.28466119,70.88794272,-72.67828052,26.22078773,-16.68766091,-52.93797783,-95.94453438
