ObjectId,Country,ISO2,ISO3,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
1,"Afghanistan, Islamic Rep. of",AF,AFG,0.5801703,1.129682979,2.047002095,-1.24380612,1.61615725,1.364544604,1.349427112,1.799301164,1.291697227,2.630871408,0.281375472,0.730002724,2.431872962,-1.383438353,1.18940953,-0.655889669,0.349165416,1.132116438,0.723166819,2.489897667,2.173873581,-0.871477605,-1.23407734,-0.606431727,-2.445082875,-1.113542751,-0.392762531,-0.478887865,0.996868275,0.9316128,-1.328817642,-0.458440836,2.447741961,0.83306221,-1.306459685,-2.107467241,1.425147114,1.452805752,-1.039476921,0.213255271,-2.556939656,1.194046039,-2.034381534,-0.320713042,1.190762272,-0.60097456,2.967801407,-1.626056498,0.583579802,0.607567272,0.802796525,2.9271561,-1.556908414,1.383305544,-0.12973849,-1.767308803,1.034876514,-1.118080644,-2.016603362,-0.689094132,1.178636033,2.674255674
2,Albania,AL,ALB,0.637911842,-2.158362527,-0.588699151,-0.577749109,-1.962182766,-1.356021192,1.062542446,-2.179201371,-0.60243627,-2.856011522,-1.217979867,-1.446535359,0.217853466,0.192144996,1.535550326,0.722275896,1.339213923,1.069810339,-0.637709933,2.250829826,2.140520875,0.596662835,-1.973017803,-2.139584943,2.447474477,2.434768837,1.558216039,-0.38358546,-0.887420717,-1.171475167,-1.813989001,-2.148967995,0.004430813,-1.637335762,2.157275645,0.39390214,2.179145662,-2.001270433,0.446322448,-1.943972911,2.165659073,1.197123727,-2.764254242,-2.072018569,-2.152754742,-1.164835627,-0.397356653,1.544535918,-1.042641677,0.416560424,2.72277009,0.496894525,-1.487033019,-2.728955641,-2.717065237,1.063804308,0.454825895,-0.207937579,1.671627596,-1.671034627,-2.451085096,0.216699134
3,Algeria,DZ,DZA,-0.639721521,-0.679358115,0.949244152,-1.84891189,0.470923878,0.614278984,-1.266304688,-2.196340469,-0.996545891,-2.132767522,-1.261391735,2.034049279,-0.78396308,0.801880514,0.796616995,2.23206924,-2.152812195,-0.785271683,2.157370143,1.613644533,-0.483584123,2.271582498,-0.462593842,2.901156826,-0.022382099,-0.961671062,-0.568227583,-1.113088859,2.341172777,2.413897142,-1.233533346,2.327989505,-1.325121079,1.758763575,-2.164889363,2.699714837,2.45467812,1.48724615,1.948556926,2.539885727,1.778995112,0.063455127,-0.625721938,-2.656768702,-0.574734751,2.126454547,-0.854110617,-1.258198136,1.863321749,1.538189845,-2.983988021,-0.448178595,1.45066643,1.86778702,2.391427939,0.159389086,-1.782337096,2.179906681,-2.533384797,-2.022838566,-1.706382312,-1.283345831
4,American Samoa,AS,ASM,-2.909630437,2.014952345,-0.347465155,-0.794662038,-2.38051885,0.591501896,2.991093744,1.054019513,1.82219741,-1.027088239,-2.872080225,2.549257972,-0.474331843,-0.581856349,2.471955635,0.906069605,2.064919972,2.828080235,2.096661896,-1.120849578,-0.92110814,1.016738546,1.435562396,-0.62094701,-2.226445587,-0.094191112,-1.413791783,-2.99078405,2.358735178,1.788113228,-2.164656756,-2.364132343,1.342528577,2.217842231,2.671795567,-1.639006141,0.669311944,2.996514608,0.865654937,-2.55770243,1.383371516,1.656087029,-2.217227339,-2.692305551,-0.653264225,-2.795628324,-0.17407385,2.741912645,-0.861784187,-0.350866807,1.72993094,0.038588608,2.098119238,-2.207788595,1.315905347,-0.751863209,0.18444125,1.788231808,1.745866229,2.175870375,1.725756075,2.17442263
5,"Andorra, Principality of",AD,AND,1.170414837,-2.492811693,-0.024068792,0.88171828,-1.594997793,2.154715983,0.812471871,1.892660541,-1.081243647,-2.375611557,1.025487929,-0.376657166,-1.82272391,0.361708231,1.769589126,-0.418814914,-0.161038677,0.97103482,0.296799673,-1.869993018,1.906268463,-0.506628999,-2.404584834,-2.69115779,1.693368077,0.372222946,1.610507608,0.059076684,-2.206207164,-0.988279942,-0.085888537,-2.378172591,-1.530534325,-0.910285184,0.193015262,2.916708099,0.12524017,2.181568446,0.962723434,-2.597571118,-0.775670821,0.311450513,-0.538579006,0.580586207,-2.078076941,0.245190077,0.955049634,-2.623219518,1.817508051,1.217563111,-0.690031279,0.443246945,-2.924378557,1.357846016,0.957507381,0.093820937,-0.451237225,0.936388052,-2.516150851,1.45967836,0.826251238,1.667466943
6,Angola,AO,AGO,-0.572514286,-1.89995979,0.931672641,-0.469227806,-2.735216571,-1.745605582,0.34398345,2.113252268,-1.712273385,-0.738536706,-0.950410103,-0.428532762,-2.379536237,1.81926483,-2.314140892,-1.724416928,-1.684659312,2.384573977,-1.86503946,-0.270614581,-1.363492079,0.659544519,-1.941220549,1.690320523,1.391227733,-1.297325805,-2.575996927,-1.478003114,0.043609772,-2.156388855,2.618929959,-0.168861679,-1.436464254,-2.651911234,-2.195560032,-2.923268885,0.772988508,0.085184001,0.645430064,-1.386254575,-1.026870618,-1.44008725,1.592737334,-2.614974844,-2.930427213,0.706396168,-2.670954169,0.78601108,1.31015624,2.103337441,-1.850923459,-0.088504258,-0.72704815,-0.66137239,0.792697875,-1.571065849,2.016090426,-0.824948336,-1.465843735,2.115290658,1.825785948,2.999157409
7,Anguilla,AI,AIA,-2.343924595,1.219152756,-0.021787486,-2.70893181,1.348020456,-1.180245592,2.479845778,-0.276512919,1.225775261,0.475112931,0.912875556,-0.374380102,0.854616896,0.316373057,-0.603736385,2.161933893,-1.136162946,-0.618922011,1.033627544,-1.04104883,1.281657163,2.728917585,-1.502146396,0.69171568,-2.829799327,-1.785199059,1.028709386,-0.58884082,1.555907242,-0.943325491,0.472892354,2.120607124,1.76171714,-2.915792071,-1.383349983,1.755268519,0.36997501,-2.803688034,1.030320404,2.449158409,-0.184609458,-2.718671397,2.361999804,-1.458538002,-0.584314635,-0.213118175,1.741464298,-0.085316236,2.056455297,2.129001841,1.861529355,0.929125433,-0.961480665,-2.251711942,2.988831687,-0.427336644,-0.978063111,-1.323734933,1.756928976,-1.072015132,-2.156471326,-1.539900429
8,Antigua and Barbuda,AG,ATG,-0.773819502,1.464154335,-2.288649538,-1.510787698,0.591140156,0.846593819,0.21790876,-0.360993293,-2.243566284,-2.287450904,-1.937218043,1.212500927,-0.023138698,-1.579646445,1.293510711,0.772988497,0.856787779,2.675288405,-0.279640643,0.214282926,-2.239502015,1.697457899,-0.34178903,0.835846969,1.301052576,-1.233731558,1.772722656,0.257110772,-0.229436644,-1.075299778,-2.124134828,2.18213043,0.899083029,0.93391075,-1.847931021,-1.517323344,1.567138547,2.754001501,-1.097228268,2.730021844,-0.178291825,0.50485476,-2.154225052,0.340333282,0.335252432,0.413280625,1.95319391,1.092185388,-2.82266806,-0.106459468,0.645008997,2.718039219,1.315123784,-2.004476403,2.185201002,-1.592010261,0.04509577,-2.843418556,-1.704433866,-0.129576457,0.341755048,-1.330510529
9,Argentina,AR,ARG,-1.906911287,-2.33652804,2.901645536,-0.660254788,1.206983296,1.945499097,1.106099356,-1.566944923,-2.548323804,1.700726618,-2.617034267,1.981521273,-2.855573725,-0.252700823,2.377020573,1.988115467,-1.948662927,-2.762859496,1.066166909,1.668042167,-0.435184541,-1.150252564,-2.207810125,0.444208165,2.312898082,-0.173456569,1.407682896,2.621040543,-2.797223052,-2.92935238,-2.385502241,-1.455562481,1.368717384,-2.478476309,-1.587800892,2.25723489,2.676877664,-1.040445938,2.933863757,1.633852147,-2.727296602,-2.129408187,1.765447997,2.835646693,-1.181621643,-1.017914872,-1.697287614,1.649396164,1.247644985,1.681917799,0.630807106,1.79524875,-2.486777181,1.395916374,-2.991321092,-1.037915884,-2.665671822,0.119544096,2.625092561,-1.045849374,-2.401454624,-2.416295092
10,"Armenia, Rep. of",AM,ARM,1.614780693,1.136977648,-0.307108512,2.923972961,-0.959350389,0.66218175,-1.847439704,1.009678098,-0.112926066,-1.915562294,1.522489437,2.345867259,-0.421345365,2.258733383,-0.27979357,1.769547124,0.761577914,1.051323536,0.186533809,2.960525429,0.9705684,-1.049486178,0.222164018,1.400698444,-2.350668875,1.638898178,1.494860034,2.038668768,2.72563693,-1.777003535,1.142769779,0.512580676,2.038459718,1.14627317,-0.573113957,-1.619320444,-2.349560115,-1.416149328,-1.987653752,1.092039713,2.355233592,1.425658567,-1.398921809,-1.254627758,2.320679241,-0.206979112,-0.208944203,1.291196893,0.626756249,-0.755509711,0.785059881,-0.458970308,-0.502040607,2.400650725,-2.45286294,-1.161459496,2.521175288,0.331794436,-0.449995972,-2.294178433,-0.735407274,-1.612647063
11,"Aruba, Kingdom of the Netherlands",AW,ABW,-0.19061679,-1.663214227,-1.322060431,-2.422600956,-2.875700135,-1.485497454,2.220460569,-1.934568925,0.15824254,1.76039313,-1.713402029,-0.265757547,0.607801241,1.440671415,-1.055851299,-1.888780472,-0.046924707,-2.737568902,-2.369758499,2.269321902,2.92648304,-2.648104864,-2.020746465,2.458930048,0.224806065,-0.299719211,0.581854305,1.202940588,1.257883746,0.016399536,1.911573685,-1.879207011,-2.133285536,0.388907843,2.181105348,-2.197127762,1.537327187,1.165639619,2.607009091,-2.640704427,-1.455523539,-2.598069592,-1.994885722,-1.000130912,-2.406291949,2.621516157,-0.533346535,0.240769932,-0.244922951,-2.991003239,0.489119801,-2.72325065,0.104468304,-0.74341774,1.417350213,-2.387971983,2.133920733,-1.817452503,-0.849285265,-2.441425339,-0.133950245,2.519270587
12,Australia,AU,AUS,2.005231459,-1.652459646,1.445495811,-1.91621863,2.574991853,2.643534559,-2.639919269,2.337718971,-1.563912442,2.015415868,0.879327484,0.933054807,2.05035683,-0.258265422,-1.403201248,1.235063396,1.884157109,1.740047752,-0.2292487,-1.324817916,-0.015704552,-2.607694011,-2.582420428,1.66250403,2.273330472,1.871688433,-2.095488047,-1.763404461,-1.433239584,-0.400558101,0.551840593,-2.658885664,2.090238156,-2.466622384,-1.704832837,1.789832289,-1.293146286,1.47168965,0.829739565,0.722548755,-0.413602434,1.988589983,-2.832544325,-2.57048918,-2.061083207,1.571840455,1.284529428,1.881148681,0.583142378,2.315491432,0.495068646,2.339293305,2.5554452,-2.393255526,2.951899983,-0.272543419,-0.462341934,1.920335708,1.865233616,-2.55458553,1.704552832,-2.668288899
